USA,25,Sunny,Washington DC,2024-11-28,2024-11-28 10:00,10km,1013hPa,50%,18°C,2024-12-31
United Arab Emirates,27,Passing clouds.,Abu Dhabi Bateen Airport,"28 Nov 2024, 19:35:40","28 Nov 2024, 19:00",N/A,1015,70,21,24/12/2999
United Kingdom,8,Sunny.,Northolt,"28 Nov 2024, 15:35:40","28 Nov 2024, 14:50",16,1028,71,3,24/12/2999
Uruguay,25,Partly sunny.,Melilla,"28 Nov 2024, 12:35:41","28 Nov 2024, 12:00",N/A,1011,61,17,24/12/2999
USA,12,Light rain. Low clouds.,Reagan National Airport,"28 Nov 2024, 10:35:41","28 Nov 2024, 09:52",11,1001,86,10,24/12/2999
Uzbekistan,13,Clear.,Tashkent,"28 Nov 2024, 20:35:41","28 Nov 2024, 19:30",3,1012,51,3,24/12/2999
Vanuatu,25,Mostly cloudy.,Bauerfield Efate,"29 Nov 2024, 02:35:42","29 Nov 2024, 01:00",N/A,1010,94,24,24/12/2999
Vatican City State,20,Scattered clouds.,Rome Urbe Airport,"28 Nov 2024, 16:35:42","28 Nov 2024, 14:50",N/A,1022,64,13,24/12/2999
Venezuela,32,Scattered clouds.,Caracas / Maiquetia Aerop. Intl. Simon Bolivar,"28 Nov 2024, 11:35:43","28 Nov 2024, 11:00",N/A,1012,71,26,24/12/2999
Vietnam,19,Clear.,Ha Noi Airport,"28 Nov 2024, 22:35:43","28 Nov 2024, 21:30",16,1025,56,10,24/12/2999
Zimbabwe,30,Partly sunny.,Harare Kutsaga,"28 Nov 2024, 17:35:44","28 Nov 2024, 14:00",30,N/A,43,16,24/12/2999
